Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
DRM11,OUT027,6208.0
FDA43,OUT049,3328.0
FDZ56,OUT010,928.0
FDI44,OUT018,800.0
FDB50,OUT013,1152.0
FDU15,OUT019,-1280.0
NCJ19,OUT019,-1312.0
FDD48,OUT013,1936.0
NCW42,OUT035,3968.0
FDL24,OUT017,3200.0
NCB30,OUT013,3392.0
FDK25,OUT013,2800.0
FDW28,OUT049,3360.0
FDD47,OUT017,2811.0
FDK16,OUT019,-672.0
FDW37,OUT046,1488.0
FDA48,OUT035,3872.0
FDA14,OUT017,2688.0
FDV15,OUT013,1536.0
FDN22,OUT049,4416.0
NCD55,OUT045,608.0
FDY43,OUT013,2880.0
NCU05,OUT017,1376.0
FDF10,OUT035,2496.0
FDR39,OUT018,2792.0
FDG40,OUT013,576.0
FDZ28,OUT019,192.0
FDE02,OUT045,1344.0
FDU60,OUT049,3008.0
FDM21,OUT013,4512.0
FDV52,OUT019,-160.0
NCW06,OUT013,3328.0
FDX36,OUT035,3882.0
FDT35,OUT027,4704.0
NCL19,OUT010,352.0
NCD31,OUT046,2752.0
FDE53,OUT019,-192.0
FDW58,OUT019,0.0
DRF48,OUT046,3136.0
FDW57,OUT035,3104.0
DRH13,OUT017,1888.0
FDT33,OUT013,2944.0
DRK47,OUT027,5568.0
FDY22,OUT010,256.0
FDC35,OUT019,1248.0
FDO03,OUT013,4032.0
FDF24,OUT045,1312.0
FDF56,OUT018,2512.0
FDD28,OUT013,1032.0
FDG53,OUT027,4160.0
FDO27,OUT019,-704.0
NCF54,OUT018,2560.0
FDC20,OUT027,2624.0
FDU10,OUT046,480.0
DRA24,OUT018,2496.0
FDA02,OUT010,512.0
FDG10,OUT017,1136.0
FDW39,OUT010,896.0
FDP04,OUT019,-832.0
NCM55,OUT013,3168.0
FDG47,OUT045,4416.0
NCU41,OUT017,3456.0
NCK31,OUT017,960.0
FDZ46,OUT045,1664.0
FDU13,OUT027,4032.0
NCF19,OUT045,678.0
NCJ43,OUT013,2944.0
NCJ05,OUT045,2560.0
FDS04,OUT027,4096.0
FDX28,OUT010,-576.0
FDB41,OUT027,2368.0
FDG53,OUT046,2256.0
FDL15,OUT010,576.0
FDQ08,OUT049,992.0
DRN36,OUT013,1728.0
FDI46,OUT013,4384.0
FDG16,OUT027,5376.0
FDV32,OUT013,896.0
FDF44,OUT010,192.0
FDK04,OUT018,416.0
NCA41,OUT013,3360.0
FDD51,OUT017,672.0
NCZ53,OUT045,3168.0
FDP01,OUT027,4416.0
FDY25,OUT049,3136.0
FDB17,OUT018,2688.0
NCV54,OUT018,1642.0
FDJ32,OUT017,1059.0
FDA37,OUT049,2144.0
FDG35,OUT035,3328.0
NCM05,OUT018,4192.0
FDG45,OUT046,3520.0
FDH28,OUT013,544.0
NCE18,OUT049,4352.0
FDH38,OUT045,1880.0
FDR56,OUT013,3424.0
FDH17,OUT027,3392.0
FDD39,OUT049,3712.0
FDB41,OUT049,672.0
NCR53,OUT046,3648.0
FDX46,OUT017,1088.0
FDV28,OUT049,416.0
FDA08,OUT018,2452.0
FDH45,OUT017,704.0
NCS38,OUT010,-96.0
FDD40,OUT010,1472.0
DRM59,OUT035,2752.0
NCJ43,OUT018,2624.0
NCN29,OUT013,928.0
NCC19,OUT045,3136.0
FDR56,OUT035,3488.0
FDZ43,OUT049,4224.0
FDJ32,OUT010,-1088.0
DRH03,OUT017,1760.0
NCZ54,OUT035,2944.0
FDE26,OUT017,2443.0
FDS03,OUT045,832.0
DRZ24,OUT019,0.0
FDO48,OUT027,5600.0
FDW39,OUT049,3136.0
NCK05,OUT049,1088.0
NCK30,OUT017,4544.0
FDT27,OUT018,3680.0
FDS08,OUT019,894.0
NCJ19,OUT049,960.0
FDC58,OUT045,544.0
DRE37,OUT013,3264.0
FDW02,OUT035,2250.0
FDJ02,OUT010,640.0
FDX09,OUT045,2752.0
FDT31,OUT010,1312.0
FDI24,OUT049,2970.0
FDY09,OUT045,3008.0
FDV28,OUT045,352.0
DRM47,OUT049,3296.0
FDT52,OUT019,2414.0
FDI48,OUT018,416.0
FDY55,OUT017,4704.0
FDU48,OUT013,2240.0
FDN25,OUT045,768.0
FDP20,OUT049,2240.0
FDJ15,OUT013,3264.0
FDD04,OUT018,1892.0
FDY58,OUT045,3904.0
FDR37,OUT018,2824.0
FDF44,OUT013,2192.0
FDD32,OUT045,1344.0
FDR57,OUT017,2880.0
DRG39,OUT027,2747.0
FDX15,OUT017,2720.0
DRN37,OUT045,2592.0
FDW40,OUT027,4288.0
FDB32,OUT049,1632.0
FDM40,OUT018,1888.0
FDE39,OUT027,3776.0
DRH49,OUT017,1728.0
FDT46,OUT049,768.0
NCF06,OUT035,4608.0
FDP07,OUT017,3520.0
FDC04,OUT013,4224.0
FDZ32,OUT017,1856.0
FDD50,OUT045,2688.0
FDU56,OUT017,3392.0
FDV34,OUT017,1360.0
NCY41,OUT013,672.0
NCK18,OUT046,2816.0
DRH25,OUT049,992.0
FDT57,OUT046,4096.0
FDV56,OUT018,1472.0
FDV12,OUT045,1536.0
FDN52,OUT017,1472.0
FDX38,OUT035,832.0
FDE47,OUT018,1600.0
NCO07,OUT013,3648.0
FDV09,OUT027,4288.0
FDZ23,OUT019,1152.0
DRH51,OUT018,1024.0
NCY54,OUT045,2512.0
DRG49,OUT013,4224.0
NCC19,OUT049,3136.0
NCV53,OUT045,4128.0
FDZ47,OUT019,-416.0
NCO26,OUT018,1424.0
NCP02,OUT045,800.0
NCW30,OUT018,4128.0
NCN55,OUT046,4128.0
FDB20,OUT010,-896.0
DRL11,OUT013,2688.0
DRD60,OUT045,3104.0
FDW14,OUT010,-640.0
FDL27,OUT010,-832.0
FDU09,OUT018,416.0
DRH36,OUT027,3136.0
FDP34,OUT027,4416.0
FDE04,OUT017,3328.0
FDZ57,OUT027,4032.0
FDF02,OUT010,-416.0
FDG28,OUT045,4288.0
NCI31,OUT046,576.0
FDT43,OUT013,896.0
FDU20,OUT046,2144.0
FDD53,OUT013,768.0
FDW15,OUT045,2368.0
NCT53,OUT045,2656.0
NCG55,OUT027,3648.0
FDD48,OUT035,1994.0
FDG47,OUT049,4544.0
FDI21,OUT017,1088.0
FDT27,OUT017,4192.0
DRO35,OUT013,2048.0
FDD33,OUT017,4128.0
FDC04,OUT035,4352.0
FDY34,OUT013,2880.0
DRJ49,OUT049,2236.0
FDE05,OUT049,2542.0
FDU31,OUT017,3968.0
NCN19,OUT027,4960.0
FDK56,OUT027,4928.0
FDK58,OUT017,1984.0
NCJ42,OUT035,1920.0
FDZ34,OUT027,4992.0
FDA52,OUT018,2472.0
NCR29,OUT013,976.0
FDT48,OUT035,3584.0
DRJ51,OUT019,1920.0
NCS54,OUT046,3008.0
FDV01,OUT035,2890.0
DRG51,OUT027,4544.0
NCG42,OUT013,2240.0
FDA51,OUT049,1792.0
FDV19,OUT010,768.0
NCT18,OUT045,3008.0
NCS41,OUT045,3104.0
FDO03,OUT046,3968.0
FDL12,OUT010,-1184.0
FDY37,OUT010,576.0
FDI58,OUT049,1472.0
FDT28,OUT018,2048.0
NCC42,OUT010,320.0
FDO01,OUT017,2432.0
FDJ02,OUT013,2592.0
FDQ04,OUT018,96.0
DRL47,OUT013,2240.0
FDZ32,OUT035,1920.0
FDC35,OUT035,3498.0
FDX14,OUT045,1024.0
FDZ35,OUT013,1856.0
FDL14,OUT013,2688.0
FDO04,OUT049,1056.0
DRK11,OUT017,2781.0
FDB44,OUT018,3328.0
FDZ50,OUT049,3168.0
FDI12,OUT027,3264.0
FDU43,OUT017,4320.0
FDD58,OUT010,-512.0
FDB27,OUT017,3456.0
FDB04,OUT018,992.0
NCO17,OUT013,1936.0
FDL12,OUT017,960.0
DRJ13,OUT049,2720.0
FDD57,OUT045,1568.0
FDW19,OUT035,1952.0
DRD27,OUT018,1376.0
FDH27,OUT027,4160.0
NCW30,OUT027,6208.0
FDR40,OUT018,1024.0
FDG05,OUT013,2720.0
NCY41,OUT019,-1408.0
FDI38,OUT018,3392.0
FDR20,OUT046,838.0
FDE09,OUT017,1963.0
FDN50,OUT019,-160.0
DRF27,OUT045,2432.0
DRF51,OUT013,384.0
NCO02,OUT019,-848.0
FDB51,OUT027,2865.0
FDJ50,OUT013,896.0
FDN52,OUT013,1312.0
FDX14,OUT013,1280.0
FDT27,OUT019,2048.0
FDV10,OUT013,640.0
FDU33,OUT046,448.0
FDU58,OUT046,3168.0
NCP42,OUT027,5024.0
FDL51,OUT027,5504.0
DRH15,OUT027,2272.0
FDU16,OUT017,1728.0
FDW15,OUT017,2699.0
FDQ44,OUT045,2048.0
NCI06,OUT027,4736.0
DRK23,OUT019,2336.0
FDC28,OUT035,1920.0
NCY17,OUT019,-1600.0
NCV05,OUT018,2232.0
FDM34,OUT019,192.0
DRD60,OUT027,4928.0
FDT38,OUT046,1424.0
FDQ57,OUT018,2080.0
FDE59,OUT027,2304.0
NCM43,OUT046,2720.0
DRI51,OUT049,3056.0
NCG30,OUT017,2144.0
NCK54,OUT035,2240.0
FDQ16,OUT019,-126.0
FDI36,OUT013,3456.0
FDX16,OUT027,4288.0
FDA34,OUT046,3008.0
FDJ48,OUT018,3968.0
FDU47,OUT035,2336.0
FDS39,OUT046,2288.0
FDD11,OUT046,4384.0
FDM16,OUT027,3136.0
FDU56,OUT018,3008.0
FDQ32,OUT017,2267.0
DRK35,OUT013,480.0
FDA58,OUT049,3968.0
DRG48,OUT019,416.0
FDT59,OUT010,2080.0
FDQ31,OUT019,-576.0
FDS51,OUT018,608.0
FDW32,OUT027,3264.0
FDI15,OUT027,6208.0
NCV30,OUT017,1104.0
DRG25,OUT049,3316.0
FDT02,OUT013,720.0
FDO33,OUT027,3776.0
FDP38,OUT035,992.0
FDZ45,OUT035,3488.0
NCA54,OUT027,4800.0
FDU33,OUT017,640.0
FDN58,OUT017,4224.0
FDI05,OUT045,1024.0
FDM57,OUT019,-736.0
NCS42,OUT027,3136.0
FDB57,OUT045,3904.0
FDC03,OUT045,3200.0
FDZ58,OUT013,2048.0
NCK29,OUT045,1872.0
NCR53,OUT045,3680.0
FDE26,OUT027,4160.0
FDU52,OUT049,2560.0
FDE41,OUT027,3264.0
FDU38,OUT018,2688.0
FDA52,OUT017,3104.0
FDW46,OUT046,928.0
DRI59,OUT035,4124.0
FDT38,OUT035,1504.0
FDL33,OUT018,2816.0
FDQ01,OUT027,6080.0
FDJ08,OUT046,3104.0
FDQ47,OUT049,288.0
NCZ18,OUT013,4192.0
FDE29,OUT017,896.0
FDF10,OUT027,4288.0
FDC48,OUT049,1344.0
FDY58,OUT013,3968.0
NCX30,OUT010,2272.0
FDV11,OUT013,3072.0
FDT46,OUT046,766.0
DRD01,OUT019,-1152.0
FDQ11,OUT013,4480.0
NCM41,OUT017,1664.0
NCC55,OUT013,704.0
FDG45,OUT027,5440.0
NCQ54,OUT049,2944.0
FDM34,OUT045,2048.0
FDD17,OUT019,2176.0
FDN38,OUT027,5984.0
FDB53,OUT018,1952.0
NCL06,OUT035,4672.0
NCV18,OUT019,-896.0
FDX25,OUT013,3136.0
FDB39,OUT046,768.0
FDC33,OUT049,3456.0
NCO14,OUT018,256.0
FDA58,OUT027,5792.0
NCQ02,OUT017,3360.0
NCR53,OUT017,3904.0
FDN52,OUT046,1248.0
FDG26,OUT046,4448.0
FDE23,OUT027,2624.0
DRI37,OUT013,864.0
DRH37,OUT018,2496.0
FDO01,OUT035,2496.0
FDK45,OUT049,1920.0
FDP23,OUT049,3712.0
FDM33,OUT035,3968.0
FDD36,OUT017,2176.0
FDL56,OUT017,1408.0
FDT27,OUT010,1984.0
FDG52,OUT017,768.0
NCL42,OUT035,4416.0
DRJ24,OUT046,3032.0
FDV38,OUT046,640.0
FDT35,OUT045,2912.0
FDY51,OUT045,3680.0
FDC37,OUT017,1888.0
NCP43,OUT013,3136.0
FDO33,OUT045,1728.0
FDW04,OUT018,1856.0
NCC31,OUT046,2560.0
FDK22,OUT049,3744.0
FDJ50,OUT017,928.0
FDV13,OUT017,1792.0
DRL60,OUT017,2688.0
FDW03,OUT017,1840.0
FDY27,OUT035,3264.0
FDB39,OUT027,2624.0
FDU59,OUT045,2464.0
FDZ57,OUT049,2240.0
FDO21,OUT049,3968.0
FDS43,OUT018,2848.0
FDU28,OUT010,1248.0
FDC51,OUT010,192.0
FDW16,OUT010,-384.0
FDP32,OUT010,-32.0
FDB60,OUT019,1344.0
NCQ30,OUT046,1920.0
FDD26,OUT049,3078.0
FDI44,OUT045,1120.0
DRH23,OUT046,640.0
FDO44,OUT046,1776.0
FDG04,OUT046,3200.0
FDM32,OUT027,3392.0
FDM09,OUT013,2880.0
FDZ47,OUT013,1792.0
FDM40,OUT027,4032.0
FDY48,OUT017,1856.0
NCM30,OUT045,568.0
FDX36,OUT010,1568.0
DRF03,OUT017,784.0
FDN51,OUT049,4640.0
FDM57,OUT049,1344.0
FDB35,OUT049,1504.0
FDY13,OUT027,3008.0
FDA37,OUT017,2240.0
NCX53,OUT017,2592.0
FDD59,OUT018,928.0
FDX10,OUT019,-1664.0
FDC03,OUT018,2912.0
FDW43,OUT035,4160.0
FDW10,OUT046,2976.0
FDY14,OUT027,6240.0
FDV43,OUT045,544.0
FDO40,OUT013,2592.0
FDP46,OUT027,3392.0
NCE43,OUT019,704.0
FDD05,OUT035,2210.0
FDJ60,OUT010,872.0
DRE27,OUT018,1088.0
FDO11,OUT035,4512.0
DRG11,OUT027,3584.0
FDK33,OUT010,1792.0
DRM23,OUT045,2752.0
FDJ02,OUT027,4288.0
NCZ05,OUT045,1600.0
NCL30,OUT013,2144.0
FDZ19,OUT018,2368.0
FDM45,OUT049,1984.0
FDO36,OUT046,3008.0
NCK31,OUT045,704.0
DRJ37,OUT045,2496.0
FDP24,OUT018,1536.0
FDF46,OUT013,1904.0
FDX46,OUT019,-1120.0
NCL18,OUT045,3008.0
FDJ26,OUT013,3712.0
FDJ07,OUT045,1856.0
FDY15,OUT013,2560.0
DRG01,OUT045,1152.0
FDF58,OUT045,1024.0
FDZ14,OUT019,0.0
FDP31,OUT049,960.0
FDH45,OUT013,576.0
FDA09,OUT010,864.0
FDW31,OUT035,3690.0
FDA57,OUT046,638.0
NCE55,OUT035,3072.0
FDC17,OUT019,1792.0
FDC59,OUT013,1200.0
FDA22,OUT013,2816.0
FDK52,OUT035,4096.0
NCM26,OUT046,2592.0
NCT53,OUT035,2944.0
FDW45,OUT018,2136.0
NCI18,OUT035,4064.0
FDE38,OUT018,2264.0
FDF08,OUT019,-576.0
FDY58,OUT010,1952.0
FDF58,OUT019,-832.0
FDX39,OUT017,3808.0
FDB44,OUT049,3648.0
FDF28,OUT013,2176.0
FDE39,OUT013,1968.0
FDT37,OUT018,4096.0
FDZ45,OUT017,3520.0
FDO40,OUT035,2786.0
FDM57,OUT027,3253.0
DRG36,OUT017,3040.0
FDY36,OUT010,-768.0
DRL60,OUT027,4288.0
FDS25,OUT019,-416.0
DRF49,OUT027,3648.0
FDP16,OUT045,4256.0
FDS60,OUT049,3168.0
FDU15,OUT027,2496.0
FDK43,OUT046,2048.0
FDN25,OUT046,800.0
FDE53,OUT049,1792.0
FDB22,OUT013,2560.0
FDE39,OUT017,2083.0
FDX35,OUT035,4000.0
NCG54,OUT049,2848.0
FDH27,OUT035,2432.0
NCK42,OUT013,3744.0
FDS25,OUT049,1664.0
FDI10,OUT018,2452.0
FDU35,OUT035,1760.0
FDI04,OUT017,3552.0
DRK23,OUT035,4480.0
FDB53,OUT019,320.0
FDY02,OUT049,4512.0
FDM60,OUT035,736.0
NCJ31,OUT010,1856.0
DRP35,OUT017,2240.0
NCQ30,OUT018,1602.0
DRL11,OUT010,672.0
FDU01,OUT013,3392.0
FDR39,OUT035,3232.0
FDO08,OUT046,2784.0
FDC02,OUT045,4512.0
NCZ29,OUT035,2240.0
FDF29,OUT010,320.0
FDZ23,OUT017,3392.0
NCU53,OUT018,2432.0
NCW30,OUT013,4480.0
NCM26,OUT027,4384.0
FDV50,OUT027,3904.0
FDW15,OUT049,2496.0
FDI35,OUT027,4928.0
FDO11,OUT017,4480.0
FDN48,OUT046,1406.0
NCA17,OUT049,2624.0
NCN54,OUT013,1344.0
FDP22,OUT013,960.0
NCB54,OUT035,2192.0
FDD08,OUT045,416.0
DRM48,OUT010,-1632.0
FDG41,OUT027,3648.0
FDE44,OUT027,2272.0
FDE26,OUT035,2368.0
NCS38,OUT013,1856.0
NCJ54,OUT018,3584.0
FDI40,OUT019,-544.0
FDN45,OUT018,3428.0
FDU43,OUT046,4224.0
FDI04,OUT010,1296.0
NCC07,OUT018,1426.0
NCC07,OUT019,-128.0
NCD18,OUT045,4000.0
FDU55,OUT035,4672.0
FDX59,OUT035,544.0
FDR52,OUT049,3264.0
NCP17,OUT013,1168.0
FDQ32,OUT045,2048.0
NCT17,OUT049,3232.0
FDO10,OUT049,1152.0
FDE32,OUT049,768.0
FDN44,OUT045,2656.0
FDH02,OUT035,1632.0
FDK60,OUT013,1792.0
FDS24,OUT019,-512.0
FDL03,OUT010,1536.0
FDB46,OUT027,5440.0
FDO48,OUT049,3936.0
FDZ39,OUT049,1824.0
FDT02,OUT027,2368.0
FDC50,OUT013,1472.0
FDP39,OUT035,800.0
DRG15,OUT018,512.0
FDP10,OUT018,1216.0
FDF53,OUT027,4928.0
FDN34,OUT045,2944.0
FDK02,OUT045,1824.0
FDC23,OUT045,3040.0
FDJ10,OUT019,128.0
FDE53,OUT035,1856.0
FDR25,OUT035,4800.0
FDW50,OUT046,2720.0
FDS09,OUT049,704.0
FDW49,OUT010,1024.0
FDU51,OUT046,3040.0
FDF28,OUT018,1760.0
NCY30,OUT018,2752.0
FDD44,OUT045,4480.0
FDX09,OUT017,3072.0
NCF30,OUT013,2000.0
FDZ50,OUT019,1152.0
FDW37,OUT013,1520.0
FDD11,OUT049,4480.0
DRH39,OUT018,880.0
FDA36,OUT049,3168.0
NCG43,OUT049,1568.0
FDF02,OUT035,1760.0
FDP57,OUT027,3520.0
NCE42,OUT017,4256.0
NCR38,OUT027,6016.0
FDP03,OUT019,32.0
FDO51,OUT035,736.0
NCQ42,OUT046,2112.0
NCM41,OUT046,1536.0
FDH48,OUT027,3264.0
DRF60,OUT046,4096.0
FDJ27,OUT035,1792.0
FDQ14,OUT013,2496.0
FDN27,OUT017,2240.0
NCQ02,OUT046,3232.0
FDJ33,OUT049,2016.0
FDP07,OUT027,5088.0
DRE01,OUT049,3936.0
FDU36,OUT045,1536.0
FDL28,OUT017,4160.0
NCX53,OUT046,2400.0
FDZ39,OUT013,1856.0
NCP42,OUT013,3360.0
FDJ14,OUT035,1536.0
FDK04,OUT049,768.0
NCC19,OUT017,3360.0
FDS09,OUT018,320.0
FDZ02,OUT046,1594.0
FDD35,OUT018,1696.0
NCY42,OUT017,2528.0
FDB05,OUT045,4096.0
FDF20,OUT035,3520.0
NCO41,OUT018,1242.0
FDC40,OUT027,3264.0
FDV58,OUT045,3296.0
FDZ57,OUT045,2112.0
DRM35,OUT046,2976.0
DRN36,OUT018,1168.0
FDQ13,OUT046,1382.0
DRO35,OUT010,-64.0
NCD43,OUT035,1920.0
FDA51,OUT018,1376.0
NCX17,OUT027,5696.0
NCZ17,OUT049,640.0
FDR11,OUT027,4416.0
FDW34,OUT049,4192.0
FDN50,OUT017,1803.0
FDS09,OUT046,640.0
FDS48,OUT018,2240.0
FDL44,OUT049,2848.0
DRF48,OUT018,2880.0
FDA14,OUT018,2080.0
NCD30,OUT049,1664.0
FDI16,OUT017,832.0
NCG06,OUT035,4672.0
DRZ24,OUT035,2092.0
NCS17,OUT045,1472.0
FDB37,OUT045,4288.0
FDE10,OUT035,2240.0
FDC57,OUT045,3296.0
FDM12,OUT018,2816.0
FDE24,OUT049,2304.0
FDW22,OUT045,3840.0
DRD01,OUT027,2615.0
NCZ18,OUT027,5920.0
FDN49,OUT045,480.0
FDR22,OUT035,2138.0
FDV08,OUT019,-1504.0
FDY39,OUT046,3104.0
FDV36,OUT049,2176.0
FDO60,OUT045,640.0
FDU04,OUT027,3904.0
FDR20,OUT027,2752.0
FDW19,OUT019,-128.0
FDU40,OUT049,3360.0
FDK15,OUT045,1408.0
DRF15,OUT035,2788.0
FDQ25,OUT017,3136.0
FDI48,OUT019,-1216.0
FDS49,OUT046,1130.0
FDV22,OUT046,2752.0
NCV42,OUT046,1728.0
FDX26,OUT046,3072.0
FDI33,OUT018,1120.0
FDZ14,OUT049,2048.0
FDG10,OUT013,1024.0
FDM38,OUT018,288.0
FDG26,OUT027,6208.0
FDH46,OUT035,1824.0
FDN13,OUT018,1152.0
FDU57,OUT035,2528.0
NCI06,OUT046,2976.0
FDM38,OUT045,672.0
NCG42,OUT010,224.0
FDL39,OUT045,3040.0
FDT31,OUT019,1408.0
FDV59,OUT013,3776.0
FDB49,OUT035,1824.0
FDD58,OUT049,1568.0
DRN59,OUT046,768.0
FDX48,OUT049,2678.0
FDQ11,OUT049,4416.0
FDY12,OUT049,672.0
FDQ11,OUT045,4160.0
DRI11,OUT017,2016.0
FDY32,OUT027,4352.0
FDS51,OUT045,896.0
FDR19,OUT010,224.0
DRB13,OUT018,2976.0
FDS21,OUT035,1216.0
FDQ40,OUT045,2976.0
NCE55,OUT013,2912.0
FDX43,OUT027,4544.0
FDS12,OUT049,1888.0
DRK01,OUT027,3339.0
FDN25,OUT017,928.0
FDB60,OUT046,3264.0
FDQ13,OUT017,1504.0
DRK13,OUT045,3136.0
DRF25,OUT018,64.0
NCD42,OUT019,-1152.0
FDW25,OUT045,1216.0
NCV29,OUT027,4768.0
NCK42,OUT035,3840.0
DRJ13,OUT027,4416.0
DRD15,OUT017,4128.0
FDM27,OUT045,2368.0
FDZ50,OUT018,2720.0
FDC04,OUT046,4160.0
FDF50,OUT049,3264.0
FDP15,OUT045,4448.0
FDK46,OUT035,4608.0
FDZ56,OUT018,2528.0
FDY60,OUT049,2526.0
FDB10,OUT035,4224.0
FDR57,OUT045,2496.0
FDU58,OUT049,3264.0
FDH02,OUT046,1510.0
FDP48,OUT013,3136.0
FDI46,OUT035,4480.0
FDW56,OUT013,3264.0
NCM19,OUT010,-256.0
FDS50,OUT027,5568.0
FDK24,OUT013,644.0
FDO36,OUT017,3232.0
FDK45,OUT027,3648.0
NCL05,OUT045,656.0
FDL32,OUT018,1440.0
FDA28,OUT049,2176.0
FDY36,OUT018,800.0
FDP32,OUT018,1664.0
FDL50,OUT046,2048.0
DRC24,OUT049,2656.0
NCS18,OUT017,1888.0
FDD16,OUT017,1360.0
NCV18,OUT013,1336.0
FDX07,OUT046,3328.0
NCZ05,OUT027,3392.0
NCI31,OUT013,688.0
FDK14,OUT049,1472.0
NCR06,OUT045,656.0
NCF54,OUT049,2976.0
DRG23,OUT010,448.0
FDD53,OUT046,602.0
NCM31,OUT027,4032.0
FDT16,OUT017,4736.0
FDR40,OUT035,1504.0
DRG25,OUT017,3392.0
FDT10,OUT035,1184.0
FDY32,OUT013,2608.0
FDN50,OUT035,1792.0
FDZ35,OUT019,-102.0
NCP54,OUT045,1984.0
NCD07,OUT035,2112.0
FDS02,OUT018,2816.0
DRN59,OUT018,352.0
DRB24,OUT013,2688.0
FDP37,OUT027,3840.0
DRB01,OUT018,2722.0
FDR47,OUT046,3296.0
NCM31,OUT010,288.0
NCF06,OUT027,6176.0
NCV17,OUT027,3968.0
FDS10,OUT049,3136.0
FDN52,OUT035,1536.0
FDZ48,OUT013,1920.0
FDJ48,OUT049,4320.0
DRB13,OUT027,5056.0
FDV59,OUT017,3904.0
FDL32,OUT035,1920.0
FDZ12,OUT035,2368.0
NCR06,OUT027,2368.0
FDP51,OUT017,2112.0
FDY22,OUT013,2352.0
FDZ38,OUT049,2976.0
NCO54,OUT035,1078.0
FDR23,OUT035,3072.0
FDM38,OUT049,768.0
FDS25,OUT013,1760.0
FDZ22,OUT013,1408.0
FDZ20,OUT019,2464.0
FDD45,OUT010,-608.0
FDN03,OUT049,4384.0
NCW30,OUT046,4448.0
FDY24,OUT027,2432.0
FDJ26,OUT019,1632.0
FDM15,OUT049,2624.0
NCW54,OUT027,2624.0
FDA23,OUT045,1536.0
FDA39,OUT019,-1568.0
FDZ12,OUT017,2464.0
NCB42,OUT046,1920.0
FDL16,OUT046,416.0
FDO24,OUT019,480.0
NCP42,OUT046,3264.0
FDR19,OUT018,1952.0
DRL01,OUT045,4064.0
FDV37,OUT046,3360.0
FDI41,OUT010,544.0
FDF58,OUT049,1152.0
NCF43,OUT018,2048.0
FDN02,OUT049,3520.0
NCP41,OUT035,1984.0
NCY17,OUT027,2496.0
FDL58,OUT027,6304.0
NCA30,OUT027,4864.0
FDE46,OUT018,2240.0
FDY38,OUT035,4064.0
NCH29,OUT027,3264.0
FDO20,OUT045,4160.0
FDP44,OUT018,1312.0
FDM02,OUT027,3264.0
FDJ14,OUT027,3264.0
FDH04,OUT010,-448.0
DRK23,OUT046,4288.0
NCW05,OUT046,1616.0
FDF12,OUT049,2400.0
FDL51,OUT019,1920.0
FDN03,OUT018,4032.0
DRJ37,OUT049,2560.0
FDM12,OUT019,1214.0
FDA16,OUT045,3808.0
NCB07,OUT017,3488.0
NCI17,OUT019,-670.0
FDR51,OUT046,2368.0
FDJ55,OUT045,3904.0
NCZ17,OUT013,720.0
FDU25,OUT013,1088.0
NCG18,OUT045,1664.0
DRM11,OUT017,4608.0
FDH16,OUT035,1600.0
FDZ04,OUT018,512.0
NCX53,OUT035,2624.0
FDX38,OUT027,2624.0
FDX09,OUT046,2880.0
NCW05,OUT018,1312.0
NCS41,OUT017,3296.0
FDI26,OUT046,2944.0
NCZ41,OUT027,3840.0
NCK06,OUT046,1952.0
FDX23,OUT027,3392.0
NCA42,OUT046,2624.0
FDC20,OUT049,800.0
DRC49,OUT018,1888.0
FDX01,OUT013,1968.0
FDC08,OUT045,3904.0
FDC02,OUT017,4672.0
FDK10,OUT045,3040.0
DRC24,OUT013,2656.0
FDW16,OUT019,-384.0
NCU06,OUT018,3584.0
DRA59,OUT045,2912.0
FDR24,OUT019,-512.0
DRL35,OUT018,288.0
FDA49,OUT013,1488.0
NCC55,OUT046,576.0
DRD24,OUT019,448.0
NCE55,OUT049,2880.0
FDT33,OUT045,2752.0
NCT53,OUT013,2752.0
FDS26,OUT046,4448.0
FDL22,OUT018,1152.0
FDP44,OUT017,1840.0
FDC52,OUT018,2240.0
FDI53,OUT010,576.0
FDZ23,OUT046,3200.0
NCT18,OUT013,3104.0
FDR13,OUT046,1936.0
FDB09,OUT010,32.0
FDZ60,OUT013,1804.0
FDB11,OUT046,3840.0
FDC10,OUT018,1568.0
FDW56,OUT035,3360.0
FDK14,OUT027,3136.0
DRE27,OUT027,3168.0
FDA38,OUT017,4256.0
FDT11,OUT045,3168.0
FDP15,OUT035,4608.0
FDV27,OUT035,1536.0
FDS36,OUT027,3648.0
FDY40,OUT027,2560.0
NCF19,OUT049,768.0
FDF53,OUT045,3136.0
FDS14,OUT027,4416.0
FDE56,OUT046,832.0
FDZ19,OUT035,3026.0
FDZ46,OUT013,1892.0
FDR16,OUT046,3488.0
FDG29,OUT018,224.0
NCE30,OUT017,3776.0
FDZ40,OUT046,672.0
FDG58,OUT018,2144.0
DRH03,OUT013,1664.0
FDZ47,OUT045,1664.0
FDV04,OUT018,2144.0
FDZ10,OUT018,1728.0
FDG46,OUT017,2016.0
NCF07,OUT045,1536.0
FDY44,OUT035,3648.0
FDB21,OUT013,4096.0
FDS20,OUT035,3232.0
FDS49,OUT049,1280.0
FDX55,OUT027,5536.0
NCQ02,OUT018,2880.0
FDR25,OUT013,4608.0
DRG39,OUT045,768.0
FDB46,OUT046,3584.0
NCC30,OUT018,2720.0
FDE58,OUT035,2368.0
FDC05,OUT019,1280.0
